sigma,epsilon,T
-4.69607878,0.0614522919,303.726135
92.7576675,0.349269867,447.634918
-1.30015552,0.111022204,328.511108
107.121231,0.371114224,458.557098
241.894943,0.53530705,540.653503
147.468552,0.426565319,486.282654
34.1315193,0.23860772,392.303864
48.3638344,0.270174026,408.087006
187.043747,0.474934995,510.467499
-1.54112065,0.0105621126,278.281067
115.134872,0.382756561,464.378265
152.160934,0.432566524,489.283264
-2.8630023,0.0972194448,321.609711
-3.89657259,0.0345669128,290.283447
48.2478943,0.269933999,407.96698
30.7407227,0.230326071,388.163025
3.93051457,0.142228439,344.114227
238.230286,0.531466305,538.733154
-1.72712255,0.0120024001,279.00119
4.63142586,0.145589113,345.794556
133.679367,0.408441693,477.220856
135.292786,0.410602123,478.301056
18.2487774,0.195999205,370.999603
2.31641603,0.133946791,339.973389
-2.46672583,0.0182436481,282.121826
20.7402649,0.203440681,374.720337
-4.65846443,0.053530708,299.76535
133.41127,0.408081621,477.040802
175.445877,0.461252242,503.626129
100.30304,0.360912174,453.456085
9.29340649,0.165393084,355.696533
3.66238856,0.140908182,343.454102
2.36092567,0.134186834,340.093414
245.005188,0.538547695,542.273865
213.892654,0.505301058,525.650513
197.263489,0.486697346,516.348694
69.072113,0.309781969,427.890991
204.382019,0.494738936,520.369446
-4.70108128,0.0584516898,302.22583
67.1947632,0.30642128,426.210632
-4.66201353,0.0537707545,299.885376
-3.3754065,0.0276055206,286.802765
204.596146,0.494978994,520.489502
70.9714432,0.313142627,429.57132
-4.21713352,0.0400880165,293.044006
5.17440605,0.148109615,347.05481
-2.57097197,0.0192038417,282.601929
237.203827,0.53038609,538.193054
27.6792374,0.222524509,384.262238
33.1338158,0.236207247,391.103607
29.2644958,0.226605326,386.302673
-0.898764133,0.114022806,330.011414
190.667297,0.479135841,512.567932
86.42836,0.339187831,442.593933
-0.799178302,0.11474295,330.37146
37.8754349,0.247369468,396.684723
-2.7337923,0.09853971,322.269867
186.528503,0.474334866,510.167419
121.671227,0.39199841,468.999207
216.189087,0.50782156,526.910767
135.742432,0.411202252,478.601135
-4.29005194,0.0771754384,311.587708
108.099205,0.372554511,459.277252
89.1927109,0.343628734,444.814362
198.530624,0.488137633,517.068787
-1.23740351,0.111502297,328.75116
221.25531,0.513342679,529.671326
31.3200378,0.231766358,388.883179
221.365997,0.513462722,529.731323
195.5793,0.484776944,515.388489
-4.66609526,0.0645729154,305.286469
177.861404,0.464132816,505.066406
91.3093262,0.346989393,446.49469
1.39250052,0.128785759,337.392883
26.219698,0.218683735,382.341858
34.7865067,0.240168035,393.084015
-4.66443872,0.0646929368,305.346466
-2.25061774,0.0163232647,281.161621
25.4571705,0.216643333,381.321655
17.2401428,0.192878574,369.439301
-4.18624401,0.0394878983,292.743958
40.1554871,0.252530515,399.265259
102.208748,0.363792747,454.896393
-0.544719279,0.116543308,331.271667
6.41535997,0.153630733,349.815369
74.7659683,0.319743961,432.871979
59.8431892,0.292858571,419.429291
102.607697,0.364392877,455.196442
-0.7215904,0.00468093622,275.340454
107.202583,0.371234238,458.617126
82.1701126,0.332226455,439.11322
4.83653021,0.146549314,346.274658
24.6155205,0.214362875,380.181427
9.20060253,0.165033013,355.51651
-2.46244907,0.101180233,323.590118
18.8007641,0.197679535,371.839783
225.47757,0.517903566,531.951782
-1.39323151,0.110302061,328.151031
-2.00985122,0.0142828561,280.141418
234.248917,0.527265429,536.632751
101.015884,0.361992389,453.996185
61.3101692,0.29561913,420.80957
127.746552,0.400400072,473.200043
-1.59056044,0.108741745,327.37088
116.396095,0.384556919,465.278442
68.8699112,0.309421897,427.710938
180.900467,0.467733532,506.86676
195.999771,0.485257059,515.62854
35.3447075,0.241488293,393.744141
7.11936092,0.156631321,351.315674
30.1180859,0.228765756,387.382874
19.4391937,0.199599922,372.799957
-1.7727226,0.0123624727,279.181244
236.065491,0.529185832,537.592896
6.52660418,0.154110819,350.05542
106.796082,0.370634139,458.317078
231.309555,0.524144828,535.072388
-1.57559204,0.108861774,327.430878
4.10326672,0.143068612,344.534302
-4.5385766,0.0481296256,297.064819
43.1519928,0.259131819,402.565918
11.6090164,0.174034804,360.017395
-4.37236404,0.0434486903,294.724335
161.054321,0.443728745,494.86438
121.499504,0.391758353,468.879181
48.4218483,0.27029407,408.147034
-4.20322323,0.0789757967,312.487885
231.986481,0.524864972,535.432495
144.498291,0.422724545,484.362274
145.145828,0.423564702,484.782349
-4.4932375,0.0720144063,309.007202
193.378052,0.482256442,514.128235
-4.59181356,0.0685337037,307.266846
171.351746,0.456331253,501.165619
52.916069,0.279415876,412.707947
-1.93684614,0.0136827361,279.84137
216.737366,0.508421659,527.210815
148.869705,0.428365678,487.182831
44.5436287,0.262132436,404.066223
31.4170151,0.232006401,389.003204
-0.948440373,0.00624124845,276.120636
28.7945633,0.225405082,385.702545
30.1657982,0.22888577,387.442902
23.2233391,0.2105221,378.261047
172.446152,0.457651526,501.825775
179.580856,0.466173232,506.086609
114.715775,0.382156432,464.078217
-4.57805777,0.0495699123,297.784943
37.5094948,0.246529311,396.264648
57.0788727,0.28757751,416.788757
-3.46487451,0.0286857374,287.342865
16.4034653,0.190238044,368.119019
112.962677,0.37963593,462.817963
227.041565,0.519583941,532.791931
137.456833,0.413482696,479.741364
94.215744,0.351550311,448.775146
76.5890045,0.322864562,434.432281
245.351791,0.538907766,542.453918
72.0666122,0.315063,430.531494
57.7022629,0.288777769,417.388885
114.967155,0.382516503,464.25824
-4.67749214,0.0549709946,300.485504
167.003708,0.451050222,498.525116
72.5479965,0.315903187,430.951599
28.9352207,0.225765154,385.882568
69.0046844,0.309661925,427.830963
108.917084,0.37375474,459.87738
243.505585,0.536987424,541.493713
21.9471474,0.206921384,376.460693
228.161484,0.52078414,533.39209
4.37807035,0.144388884,345.194427
144.77565,0.423084617,484.542297
-4.02456236,0.0366073214,291.30365
164.847473,0.448409677,497.204834
-2.79305887,0.0979395881,321.969788
59.7797508,0.292738557,419.369263
71.6550827,0.314342856,430.171448
39.7271156,0.251570314,398.785156
-3.5322721,0.0295259058,287.762939
68.6679688,0.309061825,427.530914
3.56590176,0.140428081,343.21405
51.3002205,0.276175231,411.087616
214.220078,0.50566113,525.830566
37.1969986,0.245809168,395.904572
-3.97321534,0.0357671529,290.883575
91.5373688,0.347349465,446.674744
55.9023361,0.285297066,415.648529
71.4496994,0.313982785,429.991394
-2.07852483,0.104660936,325.330475
-0.282424927,0.118343666,332.171844
15.953598,0.188797757,367.398865
76.3073196,0.322384477,434.19223
145.980209,0.424644917,485.322479
138.725952,0.41516304,480.581512
76.236969,0.322264463,434.132233
219.92894,0.511902392,528.951172
14.8854227,0.185317069,365.658539
-3.25564671,0.0928985775,319.44928
194.005905,0.482976586,514.488281
65.5371857,0.303420693,424.710327
51.478714,0.276535302,411.267639
-2.95102191,0.0229245853,284.46228
64.5511093,0.301620334,423.81015
228.722321,0.521384299,533.692139
30.213541,0.229005799,387.502899
17.316967,0.193118617,369.559326
9.51109505,0.166233242,356.116638
134.843796,0.410001993,478.001007
68.9372864,0.309541911,427.770966
217.615845,0.50938189,527.690918
-2.61258817,0.0997399464,322.869965
-3.99545336,0.0361272246,291.063599
2.4952724,0.134906977,340.453491
-1.10149729,0.00732146436,276.660736
98.0991211,0.357551515,451.775757
-1.83963692,0.106701337,326.350677
165.042999,0.448649734,497.32486
3.30335402,0.139107823,342.553925
10.7208319,0.170794159,358.397064
-3.91997218,0.0349269845,290.463501
75.8856201,0.321664333,433.832153
8.71064663,0.163112625,354.556305
166.022125,0.449849963,497.924988
71.0396805,0.313262641,429.631317
56.4583511,0.286377281,416.188629
-4.5547924,0.0699739978,307.987
225.812332,0.518263638,532.131836
182.326126,0.469413877,507.70694
168.776718,0.453210652,499.605316
-3.85679817,0.0339667946,289.983398
23.1373863,0.210282058,378.141022
-4.70160151,0.0598919801,302.945984
63.3762054,0.299459904,422.72995
-3.58378649,0.0888177603,317.408875
5.14821434,0.147989601,346.994812
206.850159,0.497499496,521.749756
170.458527,0.455251038,500.625519
-4.14717913,0.0800560117,313.028015
-4.66705322,0.0541308261,300.065399
27.5410671,0.222164437,384.082214
139.908859,0.416723341,481.361664
211.606537,0.502780557,524.390259
12.7267342,0.177995592,361.997803
176.953949,0.463052601,504.526306
-4.34336281,0.0759751946,310.98761
35.0905266,0.240888178,393.444092
49.7055321,0.272934586,409.467285
-4.34163237,0.042728547,294.364258
153.580826,0.434366882,490.183441
201.81987,0.491858363,518.929199
-1.11830223,0.00744148809,276.720734
-2.30719757,0.102620527,324.310272
234.022263,0.527025402,536.512695
141.462189,0.418763757,482.381866
-3.48432612,0.0289257858,287.462891
7.29140806,0.157351464,351.67572
169.567276,0.454170823,500.085419
-4.10818052,0.038047608,292.023804
156.341812,0.437847555,491.923798
111.717537,0.377835572,461.917786
199.377274,0.489097834,517.548889
11.0142565,0.171874374,358.937195
6.24949217,0.152910575,349.455292
82.8248444,0.33330667,439.65332
-1.90736485,0.0134426886,279.721344
242.2397,0.535667121,540.833557
3.1853683,0.138507709,342.253845
-2.66149688,0.0992598534,322.629913
21.9892349,0.207041413,376.520691
16.5544415,0.190718144,368.35907
32.1482353,0.233806759,389.903381
17.1634445,0.192638531,369.319275
158.06604,0.440008014,493.003998
29.1702652,0.226365268,386.182648
-3.28276896,0.0265253056,286.262665
177.457855,0.46365273,504.826355
196.420639,0.485737145,515.868591
150.934906,0.431006193,488.503113
82.4608307,0.332706541,439.353271
3.46995616,0.139947996,342.973999
38.506176,0.248809755,397.404877
0.417003065,0.122904584,334.452301
34.735939,0.240048006,393.024017
207.496078,0.498219639,522.109802
144.221146,0.422364473,484.182251
218.936356,0.510822177,528.411072
97.0050201,0.355871171,450.935577
136.012512,0.411562324,478.781158
110.725677,0.376395285,461.197632
185.19165,0.472774565,509.387268
157.586273,0.439407885,492.703949
89.6444855,0.344348878,445.174438
-3.12991905,0.0943388641,320.169434
3.95509219,0.142348468,344.174225
69.8156586,0.311102211,428.551117
39.4070892,0.250850171,398.425079
121.929008,0.392358482,469.17923
54.5530014,0.282656521,414.328278
42.9862366,0.258771747,402.385864
46.2378883,0.265733153,405.866577
225.700714,0.518143654,532.071838
-1.15817499,0.112102419,329.051208
15.3977327,0.186997399,366.498688
240.288773,0.533626735,539.813354
9.47989845,0.166113228,356.05661
13.1071415,0.179315865,362.657928
161.151123,0.443848759,494.924377
74.2088089,0.31878376,432.391876
15.2874241,0.186637327,366.318665
200.225449,0.490058005,518.028992
7.37787914,0.157711536,351.855774
133.054153,0.407601506,476.800751
-4.46479321,0.072854571,309.427277
84.5816422,0.336187243,441.093628
23.3956203,0.211002201,378.501099
-3.30650902,0.092298463,319.149231
3.61407757,0.140668139,343.334076
176.752548,0.462812573,504.406281
15.8418493,0.188437685,367.218842
-2.22765756,0.10334067,324.670349
213.238419,0.504580915,525.290466
117.324715,0.385877162,465.938599
182.836441,0.470014006,508.006989
227.265366,0.519823968,532.911987
4.9139986,0.146909386,346.454681
38.8231621,0.249529913,397.764954
178.973206,0.465453088,505.726532
209.006516,0.499899983,522.950012
101.651337,0.36295259,454.476288
24.9243011,0.215203047,380.601532
-1.26884961,0.111262254,328.631134
103.407593,0.365593106,455.79657
-0.596612394,0.00384076824,274.92038
47.4395866,0.268253654,407.126831
3.68659472,0.141028211,343.514099
-4.54810429,0.0702140406,308.107025
59.2732582,0.291778356,418.889191
18.721529,0.197439492,371.719757
210.955261,0.502060413,524.030212
162.508789,0.445529103,495.764557
4.02902746,0.14270854,344.354279
3.23246098,0.138747752,342.373871
119.106277,0.388397694,467.198853
0.706842303,0.124704942,335.352478
218.385727,0.510222018,528.111023
228.834549,0.521504283,533.752136
23.3094177,0.210762158,378.381073
120.044052,0.389717937,467.858978
10.4622288,0.169833973,357.916992
25.2346001,0.216043204,381.021606
68.600708,0.308941782,427.470886
20.4529018,0.202600524,374.300262
32.0503426,0.233566716,389.783356
-1.86284363,0.013082617,279.541321
207.819351,0.498579711,522.289856
229.620834,0.52234447,534.172241
5.81304455,0.150990203,348.495087
-3.33659554,0.0919383913,318.969208
7.58080435,0.158551708,352.275848
-4.69714499,0.0573714748,301.68573
-4.63399744,0.0520904176,299.045197
23.7416744,0.211962387,378.981201
26.7178555,0.220004007,383.002014
-3.8242805,0.0334866978,289.743347
244.312592,0.537827551,541.913757
37.7707329,0.247129425,396.564728
21.9050922,0.206801355,376.400665
8.92396736,0.163952798,354.97641
232.89035,0.525825143,535.912598
24.0461063,0.212802559,379.401276
40.9638176,0.254330873,400.165436
49.7642136,0.2730546,409.527313
32.7874832,0.235367075,390.683533
16.8579235,0.19167833,368.839172
100.223969,0.36079216,453.396088
169.96315,0.454650939,500.32547
17.9361439,0.195039004,370.519501
-0.190905973,0.00120024011,273.600128
157.682175,0.439527899,492.763947
190.044037,0.478415698,512.207825
207.065384,0.497739553,521.869751
-3.44526649,0.028445689,287.222839
157.874054,0.439767957,492.883972
165.336487,0.449009806,497.504913
-4.51618052,0.0712942556,308.647125
27.9564114,0.223244652,384.622314
147.561783,0.426685333,486.342682
29.4060726,0.226965398,386.482697
-4.62702894,0.0517303459,298.865173
6.19446945,0.152670532,349.335266
223.695694,0.515983224,530.991577
214.00177,0.505421102,525.710571
130.300385,0.403880775,474.940399
22.7948208,0.209321871,377.660919
71.7236023,0.3144629,430.231445
108.507812,0.37315464,459.577301
204.917511,0.495339066,520.669556
37.9278336,0.247489497,396.744751
151.783249,0.432086408,489.043213
3.58997273,0.14054811,343.274048
64.4855957,0.301500291,423.750153
-4.43422174,0.0450090021,295.504486
41.3433228,0.255171031,400.58551
0.765741467,0.125065014,335.532501
-1.96737778,0.105621122,325.810547
19.8827991,0.200920179,373.460083
-1.81796288,0.0127225444,279.361267
-3.68965745,0.0873774737,316.688751
40.4780159,0.253250659,399.625336
185.397064,0.473014593,509.507294
-4.66025782,0.0536507294,299.825378
133.232651,0.407841563,476.920776
-4.35717058,0.0430886187,294.544312
-3.09912109,0.024484897,285.242462
195.894623,0.485137016,515.568542
14.2359762,0.183156624,364.578308
79.4301834,0.327665538,436.832764
118.766052,0.387917578,466.958801
40.8016167,0.253970802,399.985382
149.244293,0.428845763,487.422882
137.185532,0.413122624,479.56131
230.183167,0.52294457,534.47229
-0.999822021,0.00660132011,276.300659
141.828735,0.419243842,482.621918
88.2920914,0.342188448,444.094208
-2.83257055,0.0217243452,283.862183
5.43816376,0.149309859,347.654938
-2.81651592,0.0976995379,321.849762
-2.98789501,0.0958991796,320.949585
91.9941711,0.348069608,447.034821
-4.58707333,0.0499299876,297.964996
112.879486,0.379515916,462.757965
182.122177,0.469173849,507.586914
-4.51678181,0.0474094823,296.704742
65.8672943,0.304020792,425.010406
188.489639,0.47661531,511.307648
137.909515,0.414082825,480.041412
37.3010445,0.24604921,396.024597
-2.06475496,0.104780957,325.390472
-3.68799424,0.0315663144,288.783142
14.3076239,0.183396682,364.698334
-3.45509005,0.0285657123,287.282867
141.645416,0.419003814,482.501892
10.6236115,0.170434088,358.217041
45.8969193,0.265013009,405.5065
150.182526,0.430046022,488.02301
189.628998,0.477935582,511.967804
17.703001,0.194318861,370.159424
-1.81086218,0.106941387,326.470703
47.9007759,0.269213855,407.606934
50.9440155,0.275455087,410.727539
40.2628784,0.252770543,399.385284
53.2780113,0.280136019,413.068024
25.101429,0.215683132,380.841583
27.2197437,0.221324265,383.66214
84.7287521,0.336427271,441.213654
-0.792117119,0.00516103208,275.580505
6.72256184,0.154950991,350.475494
-3.48217559,0.0901380256,318.069
20.8638916,0.203800753,374.900391
197.579956,0.487057418,516.528687
127.658875,0.400280058,473.140015
25.8148937,0.21760352,381.801758
1.90037942,0.131666332,338.83316
100.857292,0.361752361,453.87619
101.095222,0.362112433,454.056213
63.5713844,0.299819976,422.909973
34.634903,0.239807963,392.903992
104.773499,0.367633522,456.816772
91.3853149,0.347109407,446.554718
60.6066895,0.294298857,420.149445
218.495804,0.510342062,528.171021
-4.68753099,0.0626525283,304.326263
-2.91590047,0.0225645136,284.282257
130.38884,0.404000789,475.000397
84.6551819,0.336307257,441.153625
-3.98329544,0.0829365849,314.468292
108.18087,0.372674525,459.33728
193.273499,0.482136428,514.068237
50.5888519,0.274734944,410.367462
65.1419907,0.302700549,424.350281
97.9425049,0.357311457,451.655731
-4.00278854,0.0362472497,291.123627
189.421631,0.477695525,511.847778
5.12205601,0.147869572,346.934784
167.397018,0.451530308,498.765167
97.4732819,0.356591314,451.295654
208.034988,0.498819768,522.409912
130.21196,0.403760761,474.880371
134.395432,0.409401894,477.700928
76.0963516,0.322024405,434.012207
-4.52785063,0.047769554,296.884766
61.5668335,0.296099216,421.049622
15.0676699,0.185917184,365.958588
-3.87282443,0.0342068411,290.103424
74.4871674,0.319263846,432.631927
29.0291462,0.226005197,386.002594
21.6115818,0.205961198,375.980591
-3.90118146,0.0842568502,315.128418
67.9966431,0.307861567,426.930786
1.64397466,0.130226046,338.113037
134.664368,0.409761965,477.880981
128.185333,0.401000202,473.500092
114.213715,0.381436288,463.71814
185.602554,0.473254651,509.627319
60.0972328,0.293338656,419.669342
-3.29321861,0.0266453288,286.322662
-4.54126883,0.0704540908,308.227051
84.9496155,0.336787343,441.393677
16.2154617,0.189637929,367.81897
233.7957,0.526785374,536.3927
39.03508,0.250010014,398.005005
96.3821793,0.35491097,450.455505
-3.5885191,0.0302460492,288.123016
19.1189671,0.198639721,372.319855
-2.37342906,0.0174034815,281.701752
125.823563,0.397759557,471.879761
82.0249176,0.331986398,438.993195
-2.51916575,0.0187237449,282.361877
-1.99532986,0.0141628329,280.081421
25.8597488,0.217723548,381.861786
33.9810905,0.238247648,392.12381
217.06662,0.508781731,527.390869
149.619278,0.429325879,487.662933
5.54460382,0.149789959,347.894989
93.2937241,0.350110024,448.055023
51.0626335,0.275695145,410.847565
222.806976,0.515022993,530.511475
73.7921066,0.318063617,432.031799
122.014984,0.392478496,469.239258
25.5017776,0.216763347,381.381683
-0.115031354,0.000720144017,273.360077
214.656982,0.506141245,526.070618
72.3415222,0.315543115,430.771545
121.156372,0.391278267,468.63913
4.8107748,0.146429285,346.21463
78.2172852,0.325625122,435.812561
140.000031,0.416843355,481.421692
113.963036,0.381076217,463.538116
198.107864,0.487657517,516.828735
109.819786,0.375075012,460.537506
79.0011902,0.326945394,436.472687
7.09080219,0.156511307,351.255646
137.728378,0.413842767,479.921387
129.152893,0.402320474,474.160217
35.5485916,0.241968393,393.984192
33.6311569,0.237407476,391.703735
83.1895447,0.33390677,439.9534
162.217453,0.445169032,495.584503
1.37176716,0.12866573,337.332855
4.88814211,0.146789357,346.394684
21.5697765,0.205841169,375.920593
-3.67025828,0.0313262641,288.663147
2.51778269,0.135027006,340.513489
-3.36527014,0.0274854973,286.742737
-2.38546157,0.101900376,323.950195
62.7921944,0.298379689,422.18985
-4.02623177,0.0822164416,314.108215
-3.25118446,0.0261652339,286.082611
140.091217,0.416963398,481.481689
234.475677,0.527505517,536.752747
106.471359,0.370154023,458.077026
-0.982735097,0.00648129638,276.240662
39.9946251,0.252170444,399.085205
83.7744827,0.334866971,440.433472
104.612404,0.367393464,456.696747
35.8553238,0.242688537,394.344269
67.8627167,0.307621539,426.81076
87.0973434,0.340268046,443.134033
26.4004135,0.219163835,382.581909
1.41326809,0.128905788,337.452881
23.8719597,0.212322459,379.161224
12.4525318,0.177035406,361.5177
187.8694,0.475895166,510.947601
94.6010666,0.35215044,449.075226
-2.58792043,0.0999799967,322.98999
23.3525028,0.210882172,378.441101
131.008682,0.404840976,475.420471
91.4613266,0.347229451,446.614716
86.3541641,0.339067817,442.533905
-3.01013827,0.0956591293,320.829559
-4.127841,0.0804160833,313.208038
15.2140446,0.186397284,366.198639
0.284404069,0.122064412,334.032196
34.9383812,0.240528107,393.264038
15.4345665,0.187117428,366.558716
5.67840672,0.150390074,348.195038
148.963303,0.428485692,487.242859
211.49794,0.502660513,524.330261
100.540413,0.361272246,453.636139
91.8417969,0.34782958,446.914795
183.551895,0.470854163,508.427094
154.911102,0.436047196,491.02359
23.0515575,0.210042015,378.020996
155.196808,0.436407268,491.203644
58.0150299,0.289377868,417.688934
57.5773544,0.288537711,417.26886
34.6854057,0.239927992,392.963989
-4.18487024,0.0793358684,312.667938
98.5696259,0.358271658,452.135834
190.459442,0.478895783,512.447876
118.086838,0.386957377,466.478699
-4.65285826,0.0531706326,299.585327
153.865479,0.434726954,490.363464
186.6315,0.47445488,510.227448
9.66757107,0.166833371,356.416687
6.75068855,0.15507102,350.535492
202.459137,0.492578506,519.289246
4.68250036,0.145829171,345.914581
-4.70201635,0.0591718331,302.585907
-4.5556922,0.0487297475,297.364868
188.386215,0.476495296,511.24765
197.052628,0.486457288,516.228638
111.138489,0.376995385,461.497711
-3.5977571,0.0303660724,288.183044
17.4324436,0.193478689,369.739349
25.1901779,0.21592319,380.961578
91.6134338,0.347469509,446.734741
-0.815863252,0.114622928,330.311462
186.940643,0.474814951,510.407471
-1.2058171,0.111742347,328.871185
73.2380524,0.317103416,431.551697
11.8096113,0.174754947,360.377472
-2.97423935,0.0231646337,284.582306
223.473373,0.515743136,530.871582
216.079498,0.507701516,526.850769
18.9198532,0.198039606,372.019806
-3.90441132,0.0346869379,290.343475
154.245361,0.435207039,490.603516
-4.67175341,0.0544908978,300.245453
233.003448,0.525945187,535.972595
-2.88603139,0.0969793946,321.489685
50.7071228,0.274975002,410.487488
11.6423683,0.174154833,360.077423
25.6357861,0.217123419,381.561707
75.324913,0.320704132,433.352081
99.1197662,0.359111816,452.555908
-4.68185759,0.0632526502,304.626312
191.81218,0.480456084,513.228027
107.528259,0.371714354,458.857178
-4.52419901,0.0476495288,296.824768
226.147293,0.51862371,532.31189
83.9209976,0.335107028,440.553497
15.6932993,0.187957585,366.97879
-4.617208,0.0512502491,298.625122
202.885773,0.493058622,519.529297
34.8877258,0.240408078,393.204041
-4.59574699,0.0502900593,298.14502
160.860809,0.443488687,494.744354
124.086197,0.395359069,470.679535
82.897728,0.333426684,439.713348
224.251892,0.516583323,531.291687
187.972717,0.47601521,511.007599
10.1737976,0.168753758,357.376862
-4.51987553,0.0711742342,308.587128
-1.34934747,0.00912182406,277.560913
36.2659836,0.243648723,394.824371
10.2696466,0.16911383,357.556915
9.32440567,0.165513098,355.756561
178.467484,0.464852959,505.426483
170.85527,0.455731153,500.86557
92.9872437,0.349629939,447.814972
5.57129765,0.149909988,347.954987
-0.849128366,0.114382878,330.191437
77.9330597,0.325145036,435.57251
12.7956085,0.17823565,362.117828
167.593826,0.451770365,498.885162
-4.61094713,0.067693539,306.846771
156.628632,0.438207656,492.103821
-4.38721275,0.043808762,294.904388
1.16632128,0.127465487,336.732758
245.582977,0.539147854,542.573914
10.8835201,0.171394274,358.697144
92.1466522,0.348309666,447.154846
-4.70204067,0.0592918582,302.645935
206.205093,0.496779352,521.389648
160.184311,0.44264853,494.32428
13.1767263,0.179555908,362.777954
238.915634,0.532186449,539.093201
175.245209,0.461012214,503.506104
-0.844588101,0.00552110421,275.760559
242.584671,0.536027193,541.013611
28.7009449,0.225165039,385.58252
163.968811,0.447329462,496.664734
87.171814,0.340388089,443.194031
88.892067,0.343148619,444.57431
33.0347137,0.235967189,390.983582
3.78375745,0.141508296,343.75415
53.8835602,0.281336278,413.668121
71.176239,0.313502699,429.751343
23.7850723,0.212082416,379.041199
-4.58601332,0.0687737539,307.386871
17.8194294,0.194678932,370.339478
166.414459,0.450330079,498.165039
50.1169319,0.273774743,409.88739
187.250015,0.475175023,510.587524
-0.698336065,0.115463093,330.731537
149.337997,0.428965807,487.48291
9.01588345,0.164312869,355.156433
49.5882492,0.272694528,409.34726
141.737061,0.419123828,482.56192
28.2346897,0.223964795,384.982391
178.669693,0.465093017,505.546509
32.93573,0.235727146,390.863586
159.123672,0.441328257,493.664124
-4.48928452,0.0721344277,309.0672
36.6268883,0.244488895,395.244446
9.95129204,0.167913586,356.956787
193.58725,0.4824965,514.24823
102.129036,0.363672733,454.836365
229.95816,0.522704542,534.352295
44.6557579,0.262372464,404.186249
12.4866934,0.177155435,361.577728
65.7351685,0.303780764,424.890381
116.480385,0.384676933,465.33847
62.9866104,0.298739761,422.369873
156.915665,0.438567728,492.283844
209.438919,0.500380099,523.190063
149.525497,0.429205835,487.602936
217.396088,0.509141803,527.570923
185.088989,0.472654521,509.327271
88.3669891,0.342308462,444.154236
135.472565,0.41084218,478.421082
14.5954962,0.184356868,365.178436
31.6113377,0.232486501,389.243256
99.2771912,0.359351873,452.675934
129.770233,0.403160632,474.580322
16.8198776,0.191558316,368.779144
4.1529274,0.143308654,344.654327
16.8960037,0.191798359,368.89917
-2.66010857,0.0200440083,283.022003
29.4533272,0.227085412,386.542694
129.681976,0.403040618,474.520294
0.551295042,0.123744749,334.872375
102.927338,0.364872962,455.436493
-4.61465836,0.0511302277,298.565125
183.961258,0.471334279,508.667145
55.4100571,0.284336865,415.168427
196.210159,0.485497087,515.748535
124.432846,0.395839155,470.919586
78.0040741,0.32526505,435.632538
181.307312,0.468213648,507.106812
83.7012711,0.334746957,440.373474
146.444626,0.425245047,485.622528
70.6987686,0.312662542,429.331268
129.241013,0.402440488,474.220245
5.84007215,0.151110217,348.555115
-3.92401195,0.0838967785,314.948395
225.923965,0.518383682,532.191833
18.4452038,0.19659932,371.299652
-4.5677247,0.0694938973,307.746948
-3.73165274,0.0321664326,289.083221
-4.33819628,0.076095216,311.047607
-0.175317228,0.11906381,332.531921
171.451111,0.456451297,501.225647
141.553787,0.418883771,482.441895
-3.67914581,0.0314462893,288.723145
75.0452194,0.320224047,433.11203
58.0776711,0.289497912,417.748962
-3.04323506,0.0952990577,320.649536
175.044647,0.460772157,503.386078
36.8337822,0.244968995,395.484497
51.7767868,0.277135432,411.567719
-3.70679712,0.0871374309,316.568726
1.10535717,0.127105415,336.552704
1.35106802,0.128545716,337.272858
-0.377750456,0.00240048021,274.200226
182.530182,0.469653934,507.826965
125.21431,0.39691937,471.459686
165.140808,0.448769748,497.384888
-4.70116377,0.0601320267,303.06601
211.063751,0.502180457,524.09021
59.1469193,0.291538298,418.769165
224.585892,0.516943395,531.47168
145.33107,0.42380476,484.902374
-4.69390678,0.0618123636,303.906189
72.8236847,0.316383272,431.19165
-1.23480999,0.00828165654,277.140839
11.7426167,0.174514905,360.257446
29.0761547,0.226125225,386.062622
20.1263733,0.201640323,373.82016
-0.317849576,0.118103623,332.051819
-2.35951543,0.102140427,324.070221
180.392441,0.467133433,506.566711
123.653465,0.39475894,470.379486
205.346329,0.495819151,520.909607
198.847946,0.488497704,517.24884
77.1537094,0.323824763,434.912384
14.6316242,0.184476897,365.238434
-3.93905067,0.0836567283,314.828369
58.7056389,0.290698141,418.34906
13.2813454,0.17991598,362.957977
239.258606,0.53254652,539.273254
177.25621,0.463412672,504.706329
7.46464825,0.158071607,352.035797
171.749374,0.456811368,501.40567
207.711578,0.498459697,522.229858
152.539032,0.433046609,489.523315
97.2390289,0.356231242,451.115631
20.5758686,0.202960595,374.480286
132.074203,0.406281263,476.140625
216.408325,0.508061588,527.030823
233.229691,0.526185215,536.09259
129.593735,0.402920574,474.460297
104.9347,0.367873579,456.936798
63.1163635,0.298979789,422.489899
40.6396828,0.25361073,399.805359
131.097336,0.40496099,475.480499
230.746063,0.523544729,534.772339
63.8320198,0.300300062,423.150024
10.4300499,0.169713944,357.856964
117.917297,0.386717349,466.358673
132.964935,0.407481492,476.740753
1.33040333,0.128425688,337.21283
90.0217056,0.344948977,445.474487
174.243362,0.459811956,502.905975
45.6135902,0.26441288,405.206451
96.1490555,0.354550898,450.275452
30.5006371,0.229725942,387.862976
217.28624,0.509021819,527.510925
203.099243,0.49329865,519.649353
103.087318,0.36511302,455.556519
197.791046,0.487297446,516.648743
243.851303,0.537347496,541.673706
